	0	1
425	426	CDC25A
426	427	CDC20
427	428	CD83
428	429	CD74
429	430	CD69
430	431	ZNF668
431	432	CCNE1
432	433	CCNB2
433	434	MLF2
434	435	MLLT3
435	436	CCNB1
436	437	CCL4
437	438	CCDC81
438	439	MIR7112
439	440	CCDC69
440	441	CCDC33
441	442	CCDC3
442	443	CCDC198
443	444	CASP4
444	445	CAPN2
445	446	CAD
446	447	C6
447	448	MEOX1
448	449	ZNF767P
449	450	C5AR1
450	451	ZWINT
451	452	UTP11
452	453	MIR1178
453	454	C2orf50
454	455	C22orf23
455	456	MEST
456	457	C22orf15
457	458	C1orf35
458	459	C1orf216
459	460	C11orf88
460	461	BUB1B
461	462	BUB1
462	463	MEGF11
463	464	BST2
464	465	BRD9
465	466	BOP1
466	467	BOLA2B
467	468	BOLA2
468	469	BLM
469	470	BIRC5
470	471	BIRC3
471	472	BABAM1
472	473	AURKA
473	474	MAPK10
474	475	MARCKSL1
475	476	AUNIP
476	477	ATP2C2
477	478	ATAD2
478	479	ASPM
479	480	ASF1B
480	481	ARMC4
481	482	ARMC2
482	483	ARHGAP44
483	484	ARHGAP32
484	485	ARHGAP11B
485	486	LTBP2
486	487	LZTS3
487	488	LXN
488	489	ARHGAP10
489	490	ANXA13
490	491	ANLN
491	492	ANKFN1
492	493	ALG3
493	494	ALDH1A3
494	495	ALDH1A2
495	496	ALDH1A1
496	497	AKR1C3
497	498	AK7
498	499	AJUBA
499	500	AIP
500	501	AIF1L
501	502	AHI1
502	503	AGR2
503	504	AGBL2
504	505	AFF1
505	506	ADRB2
506	507	ADH6
507	508	ADGB
508	509	ACTR2
509	510	ACSL5
510	511	ACKR4
511	512	LOC100288637
512	513	ABR
513	514	LITAF
514	515	ABCC1
515	516	ABCA8
516	517	ABCA13
